title,author,year,genre,audience,pages,goodreads_rating,tags
Cross Game,"Adachi, Mitsuru",2005.0,Sports,young_adult,,4.24,comedy coming-of-age drama manga romance school sports teamwork young_adult
Rainbow: Nisha Rokubou no Shichinin,"Abe, George",2002.0,Drama,adult,,4.24,adult crime dark drama historical manga mind psychological youth
Blue Giant,"Ishizuka, Shinichi",2013.0,Manga,adult,,4.24,adult manga
Umineko no Naku Koro ni Chiru,Ryukishi07,2012.0,Horror,adult,,4.23,fantasy horror manga mystery supernatural suspense
Yubisaki to Renren (A Sign of Affection),"Morishita, Suu",2019.0,Manga,young_adult,,4.23,manga young_adult
Usogui,"Sako, Toshio",2006.0,Manga,adult,,4.23,adult gaming high-stakes-game manga mind psychological strategy
Kimi wa Houkago Insomnia (Insomniacs After School),"Ojiro, Makoto",2019.0,Manga,adult,,4.23,adult manga
Yuukoku no Moriarty (Moriarty the Patriot),"Takeuchi, Ryousuke",2016.0,Mystery,young_adult,,4.23,adult-cast historical manga mind mystery psychological suspense young_adult
No Game No Life,"Kamiya, Yuu",2012.0,Fantasy,adult,,4.22,comedy ecchi fantasy gaming isekai manga parallel-world strategy
Paying the Land,Joe Sacco,2020.0,Historical,adult,288.0,4.22,historical indigenous canada land-rights journalism political
Criminal Vol. 1,Ed Brubaker,2007.0,Crime,adult,144.0,4.22,crime noir dark gritty realistic ed-brubaker sean-phillips
Kage no Jitsuryokusha ni Naritakute! (The Eminence in Shadow),Touzai,2018.0,Fantasy,adult,,4.22,action comedy fantasy isekai manga parallel-world reincarnation
Gekkan Shoujo Nozaki-kun (Monthly Girls' Nozaki-kun),"Tsubaki, Izumi",2011.0,Romance,adult,,4.22,comedy coming-of-age culture manga romance school
Shimeji Simulation,Tsukumizu,2019.0,Manga,adult,,4.22,manga
The Walking Dead Vol. 1,Robert Kirkman,2004.0,Horror,adult,144.0,4.22,horror zombie survival post-apocalyptic dark moral-choices community robert-kirkman
Tomodachi Game,"Yamaguchi, Mikoto",2013.0,Manga,young_adult,,4.22,gaming high-stakes-game manga mind psychological strategy young_adult
Adachi to Shimamura (Adachi and Shimamura),"Iruma, Hitoma",2012.0,Slice of Life,adult,,4.22,lgbt manga slice-of-life
Here U Are,D Jun,2017.0,Slice of Life,adult,,4.22,drama lgbt manga slice-of-life
Who Made Me a Princess,Plutus,2017.0,Fantasy,adult,,4.22,comedy fantasy manga romance
Nan Hao Shang Feng,Brownie,2021.0,Manga,adult,,4.22,manga
21st Century Boys,"Urasawa, Naoki",2006.0,Mystery,adult,,4.22,adult drama manga mystery sci-fi
Doraemon,"Fujiko, Fujio F.",1969.0,Science Fiction,children,,4.22,adventure anthropomorphic children comedy coming-of-age fantasy manga school sci-fi slice-of-life young_adult
Barakamon,"Yoshino, Satsuki",2008.0,Slice of Life,young_adult,,4.22,art artistic comedy family manga peaceful slice-of-life young_adult
Holyland,"Mori, Kouji",2000.0,Manga,adult,,4.22,adult combat crime dark manga martial-arts mind psychological youth
The Arab of the Future,Riad Sattouf,2014.0,Memoir,adult,160.0,4.22,memoir childhood identity middle-east france coming-of-age cultural
Hirano to Kagiura (Hirano and Kagiura),"Harusono, Shou",2019.0,Slice of Life,adult,,4.21,adult lgbt manga slice-of-life
Scott Pilgrim Vol. 1,Bryan Lee O'Malley,2004.0,Comedy,young_adult,168.0,4.21,comedy romance video-games action young-adult canada quirky fights
Tobaku Mokushiroku Kaiji (Gambling Apocalypse Kaiji),"Fukumoto, Nobuyuki",1996.0,Drama,adult,,4.21,adult adult-cast drama gaming high-stakes-game manga strategy
Toaru Majutsu no Index (A Certain Magical Index),"Kamachi, Kazuma",2004.0,Science Fiction,adult,,4.21,action comedy fantasy manga sci-fi supernatural
Juuni Kokuki (The Twelve Kingdoms),"Ono, Fuyumi",1992.0,Manga,adult,,4.21,manga
The Boxer,"Jeong, Ji-Hoon",2019.0,Sports,adult,,4.21,drama manga sports
Deadly Class Vol. 1,Rick Remender,2014.0,Action,young_adult,160.0,4.21,action dark assassin school coming-of-age teen 80s rick-remender
Innocent Rouge,"Sakamoto, Shinichi",2015.0,Manga,adult,,4.21,adult manga
Basara,"Tamura, Yumi",1990.0,Fantasy,young_adult,,4.21,adventure drama fantasy manga romance young_adult
Kuroshitsuji (Black Butler),"Toboso, Yana",2006.0,Mystery,young_adult,,4.21,action divine fantasy historical manga mystery mythology supernatural young_adult
From Hell,Alan Moore,1999.0,Historical,adult,572.0,4.21,historical mystery dark crime victorian jack-the-ripper alan-moore
Onanie Master Kurosawa,"Yokota, Takuma",2007.0,Manga,adult,,4.21,coming-of-age manga mind psychological school
Seasons of Blossom,Hongduck,2020.0,Manga,adult,,4.21,manga
Mugen no Juunin (Blade of the Immortal),"Samura, Hiroaki",1993.0,Historical,adult,,4.21,action adult adventure brutal-medieval combat dark-epic-fantasy drama historical historical-japan lone-warrior manga martial-arts ninja samurai supernatural sword-master warrior-journey
Youjo Senki (The Saga of Tanya the Evil),"Shinotsuki, Shinobu",2013.0,Fantasy,adult,,4.21,action family fantasy isekai manga military parallel-world reincarnation sci-fi war
Horimiya,"Hagiwara, Daisuke",2011.0,Manga,young_adult,,4.21,manga young_adult
Mahoutsukai no Yoru (Witch on the Holy Night),"Nasu, Kinoko",2012.0,Mystery,adult,,4.21,manga mystery supernatural
Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch (Umineko WHEN THEY CRY Episode 6: Dawn of the Golden Witch),Ryukishi07,2010.0,Horror,young_adult,,4.21,drama horror manga mystery supernatural young_adult
Dragon Ball,"Toriyama, Akira",1984.0,Science Fiction,young_adult,,4.21,action adventure combat comedy goku kamehameha manga martial-arts martial-tournament power-scaling powers saiyan sci-fi superhero young_adult
Nodame Cantabile,"Ninomiya, Tomoko",2001.0,Slice of Life,adult,,4.21,adult adult-cast artistic comedy manga music romance slice-of-life
My Girl,"Yumeka, Sumomo",2006.0,Slice of Life,adult,,4.2,adult drama manga slice-of-life
Doom Patrol Vol. 1,Grant Morrison,1989.0,Superhero,adult,208.0,4.2,superhero experimental weird dark grant-morrison outsiders literary
Hellboy Vol. 1,Mike Mignola,1994.0,Horror,adult,128.0,4.2,horror supernatural dark folklore humor adventure hellboy mike-mignola
The Breaker,"Park, Jin-Hwan",2007.0,Action,adult,,4.2,action combat comedy coming-of-age drama manga martial-arts school
No.6,"Asano, Atsuko",2003.0,Mystery,adult,,4.2,action manga mystery sci-fi
"Mata, Onaji Yume wo Miteita (I Had That Same Dream Again)","Kirihara, Idumi",2017.0,Manga,adult,,4.2,manga
Eleceed,"Kim, Hye-Jin",2018.0,Manga,adult,,4.2,manga
Koe no Katachi,"Ooima, Yoshitoki",2011.0,Manga,young_adult,,4.2,manga young_adult
Yuru Camp△ (Laid-Back Camp),Afro,2015.0,Manga,adult,,4.2,comedy manga peaceful slice-of-life
Gunnm (Battle Angel Alita),"Kishiro, Yukito",1990.0,Science Fiction,adult,,4.2,action adult manga sci-fi
Tobaku Hakairoku Kaiji,"Fukumoto, Nobuyuki",2000.0,Manga,adult,,4.2,adult-cast gaming high-stakes-game manga strategy
Shiori Experience: Jimi na Watashi to Hen na Ojisan,"Osada, Yu-Ko",2013.0,Comedy,adult,,4.2,adult artistic comedy coming-of-age manga music school supernatural
Noragami (Noragami: Stray God),Adachitoka,2010.0,Fantasy,young_adult,,4.2,action fantasy manga young_adult
Imawa no Kuni no Alice (Alice in Borderland),"Aso, Haro",2010.0,Horror,young_adult,,4.2,action brutal dark gore high-stakes-game horror manga mind psychological supernatural survival young_adult
Re:Zero kara Hajimeru Isekai Seikatsu Ex (Re:ZERO -Starting Life in Another World- Ex),"Nagatsuki, Tappei",2015.0,Manga,adult,,4.2,manga
Kimi no Na wa. (Your Name.),"Shinkai, Makoto",2016.0,Drama,adult,,4.2,adult drama manga supernatural
Kaichou wa  (Maid-sama!),"Fujiwara, Hiro",2005.0,Romance,young_adult,,4.2,comedy manga romance young_adult
Batman: Year One,Frank Miller,1987.0,Superhero,adult,144.0,4.2,bruce-wayne corruption crime dark dark-knight frank-miller noir origin superhero year-one
SKET Dance,"Shinohara, Kenta",2007.0,Manga,young_adult,,4.19,comedy drama manga young_adult
Bakuman. (Bakuman。),"Obata, Takeshi",2008.0,Manga,young_adult,,4.19,comedy drama manga romance young_adult
The Greatest Estate Developer,"Moon, Back-kyung",2021.0,Fantasy,adult,,4.19,adventure fantasy isekai manga parallel-world reincarnation
After School Lessons for Unripe Apples,Soonkki,2020.0,Manga,adult,,4.19,manga
"Kumo desu ga, Nani ka? (So I'm a Spider, So What?)","Kiryuu, Tsukasa",2015.0,Fantasy,adult,,4.19,action adventure comedy fantasy isekai manga parallel-world reincarnation
Toshokan no Daimajutsushi (Magus of the Library),"Izumi, Mitsu",2017.0,Manga,adult,,4.19,adult manga
Tower of God,SIU,2010.0,Mystery,adult,,4.19,action adventure drama fantasy manga mystery
The Legend of the Northern Blade,Woogack,2019.0,Fantasy,adult,,4.19,action adventure fantasy manga
Kiseijuu (Parasyte),"Iwaaki, Hitoshi",1989.0,Horror,adult,,4.19,action adult brutal dark gore horror manga mind psychological sci-fi
Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,"Kusanagi, Mizuho",2015.0,Romance,young_adult,,4.19,adventure manga romance young_adult
Boku dake ga Inai Machi (Erased),"Sanbe, Kei",2012.0,Mystery,adult,,4.18,adult manga mind mystery psychological supernatural temporal time-travel
Azumanga Daioh,"Azuma, Kiyohiko",1999.0,Slice of Life,adult,,4.18,comedy coming-of-age manga school slice-of-life
Cardcaptor Sakura,CLAMP,1996.0,Fantasy,young_adult,,4.18,adventure comedy fantasy manga romance young_adult
Nichijou,"Arawi, Keiichi",2006.0,Manga,young_adult,,4.18,comedy coming-of-age manga parody school young_adult
Look Back,"Fujimoto, Tatsuki",2021.0,Manga,young_adult,,4.18,manga young_adult
Dylan Dog Vol. 1,Tiziano Sclavi,1986.0,Horror,adult,96.0,4.18,horror detective dark supernatural humor italian dylan-dog tiziano-sclavi
The Breaker: New Waves,"Park, Jin-Hwan",2010.0,Action,adult,,4.18,action combat comedy coming-of-age drama manga martial-arts romance school
Fables Vol. 1,Bill Willingham,2002.0,Fantasy,adult,192.0,4.18,fantasy fairy-tale dark political adventure fabletown bill-willingham
SQ: Begin W/Your Name!,Tanjiu,2015.0,Slice of Life,adult,,4.18,comedy lgbt manga slice-of-life
Wotaku ni Koi wa Muzukashii (Wotakoi: Love Is Hard for Otaku),Fujita,2015.0,Romance,adult,,4.18,adult-cast comedy culture drama manga romance workplace
Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch (Umineko WHEN THEY CRY Episode 3: Banquet of the Golden Witch),"Natsumi, Kei",2009.0,Horror,young_adult,,4.18,drama horror manga mystery young_adult
Black Jack,"Tezuka, Osamu",1973.0,Drama,young_adult,,4.18,drama manga young_adult
Buddha,"Tezuka, Osamu",1972.0,Drama,adult,,4.18,drama manga supernatural
Ballroom e Youkoso (Welcome to the Ballroom),"Takeuchi, Tomo",2011.0,Sports,young_adult,,4.18,art comedy coming-of-age drama manga romance school sports young_adult
Shadows House,Soumatou,2018.0,Mystery,adult,,4.18,adult fantasy manga mystery
"Natsu e no Tunnel, Sayonara no Deguchi (The Tunnel to Summer, the Exit of Goodbyes)","Hachimoku, Mei",2019.0,Mystery,adult,,4.18,drama manga mystery sci-fi
Mahoutsukai no Yome (The Ancient Magus' Bride),"Yamazaki, Kore",2013.0,Manga,young_adult,,4.17,manga young_adult
Watashi no Oshi wa Akuyaku Reijou.: Revolution (I'm in Love with the Villainess),Inori.,2021.0,Fantasy,adult,,4.17,comedy coming-of-age fantasy lgbt manga romance school
Mairimashita! Iruma-kun (Welcome to Demon School! Iruma-kun),"Nishi, Osamu",2017.0,Fantasy,young_adult,,4.17,comedy divine fantasy isekai manga mythology parallel-world young_adult
Versailles no Bara (The Rose of Versailles),"Ikeda, Riyoko",1972.0,Romance,young_adult,,4.17,drama historical manga military romance war young_adult
Hadashi no Gen (Barefoot Gen),"Nakazawa, Keiji",1973.0,Manga,young_adult,,4.17,manga young_adult
Mushishi Tokubetsu-hen: Hihamukage,"Urushibara, Yuki",2013.0,Mystery,adult,,4.17,adult atmospheric fantasy historical manga mushi mystery nature peaceful slice-of-life supernatural
"Saikyou Densetsu Kurosawa (The Legend of the Strongest, Kurosawa!)","Fukumoto, Nobuyuki",2003.0,Mystery,adult,,4.17,action adult comedy crime dark drama manga mind psychological suspense youth
Daichouhen Doraemon,"Fujiko, Fujio F.",1980.0,Science Fiction,children,,4.17,adventure children comedy fantasy manga sci-fi slice-of-life
Southern Bastards Vol. 1,Jason Aaron,2014.0,Crime,adult,128.0,4.17,crime dark adult violence football south jason-aaron
Mars,"Souryo, Fuyumi",1996.0,Romance,young_adult,,4.17,drama manga romance young_adult
Durarara!!,"Narita, Ryohgo",2004.0,Action,adult,,4.17,action drama manga romance supernatural
Lovely★Complex (Love★Com),"Nakahara, Aya",2001.0,Manga,young_adult,,4.17,comedy drama manga romance young_adult
Gakuen Alice,"Higuchi, Tachibana",2002.0,Comedy,young_adult,,4.17,comedy coming-of-age drama manga powers romance school superhero young_adult
Machida-kun no Sekai (The world of Machida-kun),"Andou, Yuki",2013.0,Romance,young_adult,,4.17,manga romance young_adult
Hoshi no Samidare (Lucifer and the Biscuit Hammer),"Mizukami, Satoshi",2005.0,Mystery,adult,,4.17,action adult manga supernatural suspense
Kyoukaisenjou no Horizon,"Kawakami, Minoru",2008.0,Science Fiction,adult,,4.17,action comedy fantasy manga sci-fi
Ten: Tenhou-doori no Kaidanji,"Fukumoto, Nobuyuki",1989.0,Manga,adult,,4.17,adult-cast gaming manga strategy
Homunculus,"Yamamoto, Hideo",2003.0,Horror,adult,,4.17,adult drama horror manga mystery supernatural
Gin no Saji (Silver Spoon),"Arakawa, Hiromu",2011.0,Manga,young_adult,,4.17,comedy drama manga young_adult
Ookami Kodomo no Ame to Yuki (Wolf Children: Ame & Yuki),"Hosoda, Mamoru",2012.0,Fantasy,adult,,4.17,adult drama fantasy manga romance slice-of-life
Naruto Shinden Series (Naruto: Itachi's Story),"Kishimoto, Masashi",2015.0,Action,young_adult,,4.17,action adventure fantasy konoha manga nine-tails ninja shinobi uzumaki village young_adult
Kieta Hatsukoi (My Love Mix-Up!),Aruko,2019.0,Romance,young_adult,,4.17,comedy lgbt manga romance young_adult
Fate/strange Fake,"Narita, Ryohgo",2015.0,Fantasy,adult,,4.17,action fantasy manga supernatural
Touch,"Adachi, Mitsuru",1981.0,Sports,young_adult,,4.17,comedy coming-of-age drama manga romance school sports teamwork young_adult
Kanata kara (From Far Away),"Hikawa, Kyouko",1991.0,Fantasy,young_adult,,4.17,adventure divine fantasy isekai manga mythology parallel-world romance young_adult
Gochuumon wa Usagi desu ka? (Is the Order a Rabbit?),Koi,2011.0,Manga,adult,,4.17,comedy drama manga peaceful slice-of-life workplace
Song of the Long March,"Xia, Da",2011.0,Action,adult,,4.17,action adventure drama manga
Harukaze no Étranger (Seaside Stranger: Harukaze no Etranger),"Kii, Kanna",2014.0,Slice of Life,adult,,4.17,lgbt manga slice-of-life
Konjiki no Gash!! (Zatch Bell!),"Raiku, Makoto",2001.0,Action,young_adult,,4.17,action adventure comedy manga supernatural young_adult
Shin Angyo Onshi (Blade of the Phantom Master),"Yoon, In-Wan",2001.0,Fantasy,adult,,4.16,action adult adventure drama fantasy manga supernatural
Teito Seihai Kitan: Fate/type Redline,Keikenchi,2019.0,Fantasy,adult,,4.16,action comedy fantasy manga supernatural
Kininatteru Hito ga Otoko ja Nakatta (The Guy She Was Interested in Wasn't a Guy at All),Agu,2023.0,Manga,adult,,4.16,manga
Full Metal Panic! Sigma,"Gatou, Shouji",2005.0,Romance,young_adult,,4.16,action manga mecha military robots romance sci-fi war young_adult
Fumetsu no Anata e (To Your Eternity),"Ooima, Yoshitoki",2016.0,Adventure,young_adult,,4.16,adventure drama manga supernatural young_adult
Higurashi no Naku Koro ni Kai: Meakashi-hen (Higurashi WHEN THEY CRY: Eye Opening Arc),"Houjou, Yutori",2006.0,Horror,young_adult,,4.16,drama horror manga mystery young_adult
Doukyuusei (Classmates),"Nakamura, Asumiko",2006.0,Slice of Life,adult,,4.16,lgbt manga slice-of-life
"Totsukuni no Shoujo (The Girl From the Other Side: Siúil, a Rún)",Nagabe,2015.0,Manga,young_adult,,4.16,manga young_adult
Bleach: Can't Fear Your Own World,"Kubo, Tite",2017.0,Action,adult,,4.16,action hollow ichigo-kurosaki manga shinigami soul-society supernatural zanpakuto
Sword Art Online: Progressive,BUNBUN,2012.0,Fantasy,adult,,4.16,action adventure fantasy manga romance
Sakamichi no Apollon: Bonus Track,"Kodama, Yuki",2012.0,Slice of Life,adult,,4.16,adult artistic drama historical manga music romance slice-of-life
Bocchi the Rock!,"Hamaji, Aki",2017.0,Manga,adult,,4.16,artistic comedy manga music slice-of-life
Ojisama to Neko (A Man & His Cat),"Sakurai, Umi",2017.0,Manga,adult,,4.16,manga
Piano no Mori (Forest of Piano),"Isshiki, Makoto",1998.0,Drama,adult,,4.16,adult drama manga
Shousetsu Kimi no Na wa. (Your Name.),"Shinkai, Makoto",2016.0,Drama,adult,,4.16,drama manga supernatural
Violet Evergarden Gaiden,"Akatsuki, Kana",2018.0,Fantasy,adult,,4.15,drama fantasy manga
NHK ni Youkoso! (Welcome to the N.H.K.),"Takimoto, Tatsuhiko",2002.0,Manga,adult,,4.15,comedy drama manga romance
Hellblazer: Original Sins,Jamie Delano,1988.0,Horror,adult,208.0,4.15,horror supernatural occult british constantine cigarette trenchcoat
Tsubasa: RESERVoir CHRoNiCLE,CLAMP,2003.0,Fantasy,young_adult,,4.15,action adventure drama fantasy manga young_adult
Kodomo no Omocha (Kodocha: Sana's Stage),"Obana, Miho",1994.0,Slice of Life,young_adult,,4.15,comedy coming-of-age drama manga romance school showbiz slice-of-life young_adult
Saiki Kusuo no Ψ-nan,"Asou, Shuuichi",2012.0,Comedy,young_adult,,4.15,comedy coming-of-age manga parody powers school superhero supernatural young_adult
Orange,"Takano, Ichigo",2012.0,Science Fiction,young_adult,,4.15,coming-of-age drama manga romance school sci-fi temporal time-travel young_adult
Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen (Higurashi WHEN THEY CRY: Atonement Arc),"Suzuragi, Karin",2006.0,Horror,adult,,4.15,drama horror manga mystery
