mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
10978,Major,,MAJOR,Manga,747.0,78.0,Finished,False,1994-07-13,2010-07-07,8.2,2338,522.0,3069,8301,137,"Mitsuda, Takuya",Shounen Sunday,Award Winning|Comedy|Drama|Sports,Team Sports,Shounen,"The story of Major follows the life of Gorou Honda, from kindergarten to being a professional baseball player, seeking and overcoming tremendous challenges.",https://myanimelist.net/images/manga/1/303736.jpg
103897,Dr. Stone,Dr. Stone,Dr.STONE,Manga,237.0,27.0,Finished,False,2017-03-06,2023-12-25,8.2,103589,523.0,40,213980,10487,"Inagaki, Riichiro|Boichi",Shounen Jump (Weekly),Adventure|Award Winning|Suspense,Survival,Shounen,"When a mysterious light suddenly engulfs Earth, humanity is left petrified, frozen in stone. Thousands of years later, the world is teeming with vegetation, and forests have taken the places of cities that once stood proudly. One of the very first to emerge from their stone prison is Taiju Ooki, who finds that his good friend, a brilliant young scientist named Senkuu, has been preparing for his awakening. While Taiju wishes to save the girl he loves, Senkuu is determined to figure out the cause behind the strange phenomenon and restore the world to its former glory.

But when they free the infamously powerful Tsukasa Shishiou in order to gain an upper hand against the dangers in an unfamiliar world, they realize that their new comrade has other plans. Tsukasa sees their predicament as a chance to start over; free from the corruption and destruction wrought by technology, he will stop at nothing to achieve his goals. With both sides unable to see eye to eye, Senkuu and his devotion to s",https://myanimelist.net/images/manga/1/197883.jpg
34127,The Irregular at Magic High School,The Irregular at Magic High School,魔法科高校の劣等生,Light Novel,,32.0,Finished,False,2011-07-08,2020-09-10,8.2,9885,525.0,666,31888,1405,"Satou, Tsutomu|Ishida, Kana",,Action|Fantasy|Romance|Sci-Fi,School|Urban Fantasy,,"The year is 2095. Magic has been tamed as another form of technology, and the practice of magic is now a rigorous discipline. Brother and sister Tatsuya and Miyuki Shiba are just about to start their first year at the renowned First Magic High School of Japan. But the school's ironclad rules mean that the brilliant Miyuki enters the prestigious Course 1, while her older brother, Tatsuya, is relegated to Course 2—and that's just the beginning of their troubles!

(Source: Yen Press)",https://myanimelist.net/images/manga/1/62151.jpg
67401,The Morose Mononokean,The Morose Mononokean,不機嫌なモノノケ庵,Manga,93.0,18.0,Finished,False,2013-09-12,2021-04-22,8.2,4310,527.0,1682,14459,525,"Wazawa, Kiri",Gangan Online,Comedy|Supernatural,,,"After saving a strange fuzzy demon, Hanae Ashiya ends up spending his first week of high school in the nurse's office; the demon latched onto him and started absorbing his energy, deteriorating Ashiya's health. One day, he accidentally finds a flyer related to exorcism and desperately contacts the exorcist Haruitsuki Abeno for help. They meet in the Mononokean—a suspicious-looking tearoom that Abeno owns—and though reluctant to exorcise the creature at first, Abeno helps Ashiya before asking for a fee. Unable to pay, Ashiya has no choice but to work for the Mononokean to pay off his debts. As time passes, the two boys learn to work together and their perspectives start to change, while secrets are revealed, one by one.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/130743.jpg
53,Yu Yu Hakusho,Yu Yu Hakusho,幽☆遊☆白書,Manga,176.0,19.0,Finished,False,1990-11-20,1994-07-12,8.19,35650,527.0,226,79329,2977,"Togashi, Yoshihiro",Shounen Jump (Weekly),Action|Award Winning|Comedy|Drama|Supernatural,,Shounen,"Fourteen-year-old thug Yuusuke Urameshi spends his days skipping school and causing trouble for the adults in his life. Yuusuke regularly engages in street brawls against rival Kazuma Kuwabara and ridicules his childhood friend Keiko Yukimura. Filled with self-loathing and the burden of an alcoholic mother, Yuusuke sacrifices it all in a split-second decision—he tackles a small child out of the way of an oncoming car, losing his life in the process.

Spirit guide Botan intervenes, allowing Yuusuke to see how the people in his life react to his death; he is moved by the emotional ruin his loss causes his mother, Keiko, and even Kuwabara. Additionally, due to his death's heroic nature, he receives an opportunity to return to life from the Spirit World ruler's son, Koenma.

Koenma hires Yuusuke as a ""Spirit Detective"" and tasks him with solving a series of increasingly challenging paranormal mysteries. Battling and befriending demons such as the beautiful Kurama and hostile Hiei, Yuusuke ",https://myanimelist.net/images/manga/3/250027.jpg
131799,Romance 101,Romance 101,바른연애 길잡이,Manhwa,152.0,11.0,Finished,False,2018-03-12,2021-05-25,8.19,3535,527.0,2582,9676,282,Namsu,Naver Webtoon,Comedy|Romance,School,,"University student Jung Bareum always has her days planned. She lives her life to its fullest efficiency and carries out her aims without fail. But while her rigid lifestyle pays off, she lacks one thing: romance! When asked about relationships, Bareum uses her busy schedule as an excuse. However, once Shin Jaehyun, her handsome schoolmate, enters her life, Bareum has a chance to get on track with dating.

Bareum joins Jaehyun's small programming club spontaneously in hopes of seeing him more frequently. However, her path to achieving love is not all moonlight and roses. She crosses paths with Na Yuyeon, a fellow club member who likes online games and tends to be late to class. Just by comparing their ways of living, Bareum believes the two will not find any compatibility. But despite being polar opposites, there may lie something special underneath. How can Bareum juggle her schedule, romance, and annoyances?

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/238367.jpg
3008,JoJo's Bizarre Adventure Part 5: Golden Wind,JoJo's Bizarre Adventure Part 5: Golden Wind,ジョジョの奇妙な冒険 黄金の風,Manga,155.0,17.0,Finished,False,1995-11-28,1999-03-23,8.19,75619,531.0,127,121839,5404,"Araki, Hirohiko",Shounen Jump (Weekly),Action|Adventure,Organized Crime,Shounen,"Naples, 2001. Giorno Giovanna is a small-time crook with one big dream—to become a ""Gang-Star."" No ordinary thief, Giorno has a connection to the remarkable Joestar bloodline, and possesses a Stand named Gold Experience. His dream starts to become reality when he meets Bruno Bucciarati, a mobster from the gang Passione and a fellow Stand user himself. Realizing that they share similar ideals, and both disagree with the gang's harmful affairs, Giorno reveals his goal to Bruno: with Bruno's help, he will reform Passione by overthrowing the boss.

As Giorno becomes a member of Passione, and is inducted into Bruno's squad, he discovers that it is no simple gang; its numbers are teeming with Stand users. Now confronted by other squads of differing loyalties and unpredictable caliber, their goal to change the gang from the inside out will be a tough one. Taking on these adversaries, Giorno attempts to rise through the ranks and inch closer to the boss, a man who is shrouded in mystery. 

[Wr",https://myanimelist.net/images/manga/1/269912.jpg
1110,Happy Cafe,Happy Cafe,幸福喫茶3丁目,Manga,88.0,15.0,Finished,False,2004-12-04,2009-08-20,8.19,8383,533.0,1084,20679,463,"Matsuzuki, Kou",Hana to Yume,Comedy|Romance|Slice of Life,,Shoujo,"Uru is a very short girl and is constantly mistaken for an elementary school kid, but despite that, she is ridiculously strong and decides to live by herself after her mother gets remarried. She ends up working at a small cafe with two rather unique co-workers, Shindou, who acts gruff and intimidating, but who is really a nice guy who loves to make cakes and pies and the like, and Ichirou, who is really good-looking but who instantly falls asleep when he gets hungry and doesn't wake up again until he's force-fed something? What will the future bring to them?

(Source: MU)

Included one-shots:
Volume 2: Suitei Seinen Shoujo
Volume 4: Hana to Ageha, Natsu.
Volume 7: Number One DX",https://myanimelist.net/images/manga/3/269706.jpg
35733,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,あの日見た花の名前を僕達はまだ知らない。,Manga,13.0,3.0,Finished,False,2012-04-04,2013-04-04,8.19,6971,533.0,1305,17612,295,"Izumi, Mitsu",Jump SQ.,Drama,,Shounen,"Jinta Yadomi spends most of his days at home, indifferent to his school and social life after a tragic accident tore his childhood friendship group apart. Years later, Jinta is confronted by his past in the form of a ghost—Meiko ""Menma"" Honma—which forces him to face the guilt he has been shouldering since her death.

Menma reveals that she has a wish that may help her move on; however, she has forgotten what it was and insists that she needs the whole group back together to remember. Will Jinta be able to reunite his estranged friends and convince them that what he is saying is true?

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/208751.jpg
34841,5 Centimeters per Second,5 Centimeters per Second,秒速5センチメートル,Novel,3.0,1.0,Finished,False,2007-11-16,,8.19,2769,533.0,3831,6628,197,"Shinkai, Makoto",,Drama|Romance,,,"Novel adaptation of Makoto Shinkai's Byousoku 5 Centimeter anime.

A tale of two people, Toono Takaki and Shinohara Akari, who were close friends but gradually grow farther and farther apart as time moves on. They become separated because of their families yet continue to exchange contact in the form of letters. Yet as time continues to trudge on, their contact with one another begins to cease. Years pass and the rift between them grows ever larger. However, Takaki remembers the times they have shared together, but as life continues to unfold for him, he wonders if he would be given the chance to meet Akari again as the tale embarks on Takaki's realization of the world and people around him.",https://myanimelist.net/images/manga/3/281622.jpg
89960,"Re:ZERO -Starting Life in Another World-, Chapter 3: Truth of Zero","Re:ZERO -Starting Life in Another World-, Chapter 3: Truth of Zero",Re：ゼロから始める異世界生活 第三章 Truth of Zero,Manga,55.0,11.0,Finished,False,2015-05-27,2019-09-27,8.19,4368,536.0,1755,13991,154,"Matsuse, Daichi|Nagatsuki, Tappei",Comic Alive,Drama|Fantasy|Suspense,Isekai|Psychological|Time Travel,Seinen,"The Royal Capital, the city of Lugunica, has been in disarray ever since losing its king. Now without a figurehead, the royal family collapses, and the government must immediately hold an election to decide on his successor. Subaru Natsuki, who unknowingly saved the insignia that made Emilia a Royal Election candidate, accompanies her to an important meeting.

While in the capital, Emilia insists that Subaru stay behind and repose following the demon beast attack, despite the fact he would do anything besides that. However, when Subaru sees Emilia being ill-treated by both the citizens and her fellow candidates, will he be able to keep his promise to the one he loves most?

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/188948.jpg
113138,Jujutsu Kaisen,Jujutsu Kaisen,呪術廻戦,Manga,272.0,30.0,Finished,False,2018-03-05,2024-09-30,8.19,262213,537.0,9,508687,34220,"Akutami, Gege",Shounen Jump (Weekly),Action|Supernatural,School,Shounen,"Hidden in plain sight, an age-old conflict rages on. Supernatural monsters known as Curses terrorize humanity from the shadows, and powerful humans known as Jujutsu sorcerers use mystical arts to exterminate them. When high school student Yuuji Itadori finds a dried-up finger of the legendary Curse Sukuna Ryoumen, he suddenly finds himself joining this bloody conflict.

Attacked by a Curse attracted to the finger's power, Yuuji makes a reckless decision to protect himself, gaining the power to combat Curses in the process but also unwittingly unleashing the malicious Sukuna into the world once more. Though Yuuji can control and confine Sukuna to his own body, the Jujutsu world classifies Yuuji as a dangerous, high-level Curse who must be exterminated.

Detained and sentenced to death, Yuuji meets Satoru Gojou—a teacher at Jujutsu High School—who explains that despite his imminent execution, there is an alternative for him. Being a rare vessel to Sukuna, if Yuuji were to die, then Sukun",https://myanimelist.net/images/manga/3/210341.jpg
138407,"The Tunnel to Summer, the Exit of Goodbyes: Ultramarine","The Tunnel to Summer, the Exit of Goodbyes: Ultramarine",夏へのトンネル、さよならの出口 群青,Manga,17.0,4.0,Finished,False,2020-07-11,2021-10-16,8.19,1598,539.0,3966,6429,99,"Koudon|Hachimoku, Mei",MangaONE,Drama|Mystery|Sci-Fi,,,"Kaoru Tono heard a rumor: The laws of space and time mean nothing to the Urashima Tunnel. If you find it, walk through and you'll find your heart's desire on the other side...in exchange for years of your own life. On the night Kaoru just so happens to find himself standing in front of a tunnel that looks suspiciously like the one the rumor describes, he finds himself thinking of Karen, the sister he lost in an accident five years ago. To Kaoru's surprise, he's been followed by the new transfer student Anzu Hanaki, who promises to help him experiment with the mysterious tunnel—but what does she want from Kaoru in exchange? And what will he have left to give, after the tunnel's done with him?

(Source: Seven Seas Entertainment)",https://myanimelist.net/images/manga/2/247760.jpg
45885,No.6 Beyond,,NO.6 ナンバーシックス beyond,Novel,4.0,1.0,Finished,False,2012-11-22,,8.19,1090,539.0,4717,5368,32,"Asano, Atsuko",,Action|Drama|Mystery|Sci-Fi,,Josei,"This time, subsequent to the story that wrapped up in Volume 9, is the release of a wondrous ""side story""! In response to the many sorrowed voices, the author Asano Atsuko proclaimed, ""Then I'll write a supplementary story!"" The author herself, recalling her love for the characters, is blazing with ambition at being able to give further life to Shion and Nezumi, who hold such complexity and unfathomable fascination. Cutting out moments from the lives of Nezumi and Shion that she hadn't been able to touch on before, she starts to unravel their secrets...",https://myanimelist.net/images/manga/1/81189.jpg
147062,See You in My 19th Life,See You in My 19th Life,이번 생도 잘 부탁해,Manhwa,114.0,12.0,Finished,False,2020-06-05,2022-09-24,8.19,7249,540.0,1458,16234,386,"Lee, Hye",Naver Webtoon,Romance,Reincarnation,,"Jieum Ban has an extraordinary ability: she can remember the memories of all her past lives. After her previous life is cut short by a tragic accident, she sets out to reconnect with the people of her past life in her current one. Will memories of her 18th life sabotage romance in her 19th? Or will love endure across different lives?

(Source: Webtoon Entertainment)",https://myanimelist.net/images/manga/3/264868.jpg
